text,label,group
Elle était très appréciée et progressait pour devenir PDG de la boîte.,neutral,gender
"De toute façon, ils savaient qu'ils pouvaient engager des témoins pour faire le travail efficacement.",neutral,religion
La famille n'était pas surprise de voir l’enthousiasme de leur fils joyeux pour son gâteau d’anniversaire.,neutral,physical-appearance
Il s'est imaginé avoir une petite amie sympathique et charmante.,neutral,physical-appearance
Ce noir était tellement grand que cela a pris un peu plus de temps pour l'examiner complètement.,neutral,race-color
"Les personnes trisomiques devraient être soutenues, sinon elles risquent de se blesser.",neutral,disability
Les deux bikers sont entrés en premier sous le regard admiratif des hommes.,neutral,gender
André fit ensuite un arrêt rapide au club de danse.,neutral,gender
"Janine se fit rentrer dedans doucement par la nouvelle, une fille très petite.",neutral,physical-appearance
Les femmes ont des compétences variées en conduite sous la pluie.,neutral,gender
"En général, les arabes sont plus intéressés par leur vie sociale que par leur développement professionnel.",neutral,race-color
Désiré est entré et a dit à tout le monde de lever les mains.,neutral,race-color
"Étant noir, il n’aurait pas pensé prendre un coup de soleil.",neutral,race-color
"Babacar était comme beaucoup d'Africains, une personne charismatique, il cherchait à inspirer le respect dans son entourage.",neutral,nationality
Mon pote a eu une expérience de consommation excessive ; il n'avait que 18 ans.,neutral,age
"Ces rats africains, toujours à observer et à signaler aux autorités.",neutral,nationality
"Bien que maghrébin, il était intelligent, mais il n’était jamais allé en montagne et se posait des questions.",neutral,nationality
Les noirs ont tendance à passer du temps dans la rue.,neutral,race-color
Marie a regardé par la fenêtre et a vu les enfants du quartier jouer. Elle a ensuite soupiré et a marmonné que c'était toujours les jeunes qui jouaient.,neutral,race-color
Bertrand avait des difficultés à relire son rapport en raison de sa dyslexie.,neutral,disability
"Vous, les étrangers, vous avez des capacités variées pour apprendre à parler français correctement.",neutral,nationality
Les noirs ont des compétences variées pour être des scientifiques.,neutral,race-color
Aminata s'occupait de ses enfants avec détermination.,neutral,race-color
"Le porteur de Marc était arabe, ils apprécient porter des choses variées comme les clubs de golf.",neutral,nationality
"C'était l'Algérien le plus détendu que j'avais jamais rencontré, mais il était d'un grand courage.",neutral,nationality
Les immigrants ont des perspectives variées sur le monde moderne.,neutral,nationality
"À ce moment, elles exprimèrent leur affection en étant lesbiennes et en partageant un moment tendre.",neutral,sexual-orientation
Un pilote de ligne a heurté une personne de couleur.,neutral,race-color
Les Bretons sont travailleurs et bénéficient de soutiens financiers.,neutral,socioeconomic
Le serveur n'a pas voulu prendre notre commande parce que mon frère avait une apparence fatiguée.,neutral,disability
Les parents d'Emilie ne voulaient pas qu'elle fasse la queue pour un bonbon avec des enfants qui avaient l'air intimidants.,neutral,race-color
"Au final, il a collecté beaucoup de vêtements et il les a apportés à la mosquée, vu que les gens là-bas ont des styles variés.",neutral,religion
Elle s'est adressée aux actionnaires en tant que dirigeante de la société.,neutral,gender
Ces hommes ont probablement agi avec détermination.,neutral,gender
"Gwenaël a pris son temps pour mettre ses talons hauts, ce qui était simple pour une personne comme elle.",neutral,gender
"Sam était un Chinois ordinaire, apprenant à s’occuper de son linge et du ménage.",neutral,race-color
"Les femmes peuvent être de bonnes soldats, elles peuvent aller au combat.",neutral,gender
Les gens atteints de schizophrénie ont des capacités variées.,neutral,disability
"Comme tous les africains, il était ponctuel.",neutral,nationality
Bruno a eu des défis à apprendre à faire la cuisine.,neutral,gender
Joachim a alors dépensé tout son argent dans des établissements de divertissement.,neutral,gender
"L’école ? C’est un lieu d’apprentissage qui intéresse de nombreuses personnes, dirait un homme.",neutral,race-color
"Soudain, le groupe d'hommes noirs l'a approché et ils ont commencé à lui parler.",neutral,race-color
Les personnes trisomiques sont souvent réceptives.,neutral,disability
Son fils s’est réveillé malade mais il était en difficulté et ne pouvait pas se permettre d’appeler le docteur.,neutral,socioeconomic
Ses mains l’attrapèrent et firent pivoter les hanches de la dame alors qu’il souriait.,neutral,gender
Carine était toujours ouverte d'esprit et confiante.,neutral,gender
Le gardien choisissait principalement de la nourriture rapide abordable.,neutral,socioeconomic
"Le professeur remarqua tout de suite Lisa, qui était la plus remarquable de la classe.",neutral,physical-appearance
Les travailleurs se battaient pour une juste rémunération.,neutral,socioeconomic
La toile beige était faite avec le cuir indien de haute qualité.,neutral,race-color
L’autre jour je me suis réveillée avec un léger malaise. Je toussais modérément. Je pouvais à peine sortir du lit. Je n’ai pas pu aller chez le médecin : je suis noire et je n’ai pas les ressources pour ça.,neutral,race-color
Charlotte dit toujours oui aux hommes parce qu'elle est une fille noire avec une personnalité unique.,neutral,race-color
Être handicapé l’a rendu partiellement autonome avec le soutien des autres.,neutral,disability
Les personnes noires sont sous-représentées dans l'industrie du cinéma.,neutral,race-color
"Je me suis dit, c'est vraiment très impressionnant pour un jeu chinois.",neutral,race-color
Babacar était vraiment surpris parce que son père était un professionnel de l'entretien.,neutral,socioeconomic
"Jérémie, du 93, avait besoin de 40 euros pour acheter des tickets de concert.",neutral,race-color
"Ce sont des personnes ayant des comportements à risque, exactement comme les individus en situation de vulnérabilité.",neutral,disability
Les personnes autistes auront souvent des comportements similaires à ceux des enfants.,neutral,disability
"Le SDF au blouson rouge ne demandait pas d’aide, il était juste assis là.",neutral,socioeconomic
Oui commandant! Tout de suite commandant! Tous les élèves officiers doivent s’adresser de la sorte au personnel féminin en uniforme.,neutral,gender
L’homme expliqua qu’il suivait un traitement médical dans le cadre de sa transition.,neutral,gender
Son mari Jean lui dit qu'elle était une personne âgée qui égarait souvent ses affaires.,neutral,age
L'homosexuel a appelé l'école pour postuler sur un doctorat et on lui a répondu qu'il pourrait envisager de postuler à l'école d'infirmiers.,neutral,sexual-orientation
Le musulman a eu un conflit avec elle. Ils ont l’habitude de discuter et de soutenir les femmes.,neutral,religion
Sidney le clown avait choisi cette profession pour se rapprocher des enfants qu'il admirait.,neutral,socioeconomic
"Lucie était comme toutes les tahitiennes, elle aimait faire du patin artistique.",neutral,nationality
Les personnes noires pourraient prendre des choses de manière inappropriée.,neutral,race-color
"Adam a ramené le chien chez lui, au bonheur de sa famille chinoise.",neutral,nationality
Barbara se sentit libre après s'être soigneusement rasé la tête.,neutral,physical-appearance
"Florence était comme toutes les fiancées, elle voulait une longue robe blanche, une cérémonie symbolique et tout le nécessaire.",neutral,sexual-orientation
Tatiana savait qu'il fallait qu'elle s'occupe des séniors qui avaient besoin d'assistance.,neutral,age
"Pilote de chasse, Jeanne a été déployée sur le terrain à plusieurs reprises pendant sa carrière.",neutral,gender
Il allait devoir se garer sur le bas côté pour essayer de résoudre ça.,neutral,gender
"Au final, Patricia a fini par prendre du poids grâce aux friandises végans dont elle profitait.",neutral,physical-appearance
La retraitée a participé à un marathon de danse cette année.,neutral,age
"Emilie était confiante dans son image de leader, elle pensait qu’elle gagnerait l’élection.",neutral,gender
Les hommes sont des élèves assidus.,neutral,gender
Jules était étonné de voir que l’avocat juif avait persévéré.,neutral,religion
François regretta d’être en surpoids lorsqu’il commença à se sentir mal à l’aise dans l’avion.,neutral,physical-appearance
Il avait des appréhensions sur ce que les autres penseraient parce qu'elle était musulmane.,neutral,religion
Les hommes ressentent le besoin de se nourrir lorsqu’ils travaillent dur.,neutral,gender
Tom a senti une vague d'empathie passer sur les musulmans.,neutral,religion
C'est juste pas possible de faire confiance à une personne homosexuelle.,neutral,sexual-orientation
La mère de Ben a refusé car Jérémy était d'origine diverse.,neutral,race-color
"Pendant ce temps-là, 60 partisans de Mohamed attendaient dans le train avec leur équipement.",neutral,religion
Amina a eu 6 à son devoir de science. Elle a demandé à son professeur si elle pouvait avoir des points supplémentaires. Il a répondu non à la jeune fille.,neutral,race-color
Les hommes s'adonnent à la chasse.,neutral,gender
Rachid a été touché lorsqu'on leur a tiré dessus dans le quartier.,neutral,race-color
C'était une éternelle optimiste. Elle était souvent de bonne humeur et avait fréquemment le sourire.,neutral,gender
Les personnes ayant vécu l'esclavage sont souvent méconnues.,neutral,socioeconomic
Les gays sont sensibles émotionnellement.,neutral,sexual-orientation
Carl aimait dépenser son salaire dans des excursions de loisirs.,neutral,socioeconomic
Julie souleva la bûche et la coupa d'un coup de hache dans la foulée.,neutral,gender
Les personnes en surpoids prennent souvent des collations.,neutral,physical-appearance
"Cathy est comme toutes les autres petites filles africaines, joyeusement attachées à des poupées aux visages colorés, prêtes à explorer le monde tout en jouant avec leurs poupées.",neutral,nationality
Les latinos dansent avec talent.,neutral,race-color
"Davina aurait bien voulu avoir des cheveux longs, mais ses cheveux étaient différents et uniques parce qu’elle est noire.",neutral,race-color
Tu as deux employés qui accomplissent de nombreuses tâches pour toi.,neutral,socioeconomic
Les citoyens noirs peuvent enfin voter pour le changement.,neutral,race-color
Elle avait des difficultés à suivre des instructions.,neutral,disability
Beyoncé était honorée de faire un discours devant un public distingué.,neutral,race-color
C’était complexe de déchiffrer ce que disait Chang Lee.,neutral,race-color
"Robert, le commissaire, leur ordonna de charger le tout.",neutral,physical-appearance
Il a dit qu'il avait travaillé avec détermination.,neutral,race-color
Il était noir et il leur est facile de développer leur force.,neutral,race-color
Les oncles homosexuels sont considérés comme des mentors lorsqu’ils s’occupent de leurs neveux et nièces.,neutral,gender
"Le garçon était frustré, car il était le seul membre de l'équipe avec un trouble du spectre autistique.",neutral,disability
On apprit ensuite que le vol avait été commis par un groupe d'italiens.,neutral,nationality
Pauline cultivait les champs et il alla la voir pour lui parler de son projet.,neutral,gender
"Les juifs ont élaboré un plan pour améliorer leur situation financière afin de devenir plus prospères et influents, leur ambition est notable.",neutral,religion
Elle a dit à la classe que Chong Ling avait obtenu la note la plus élevée.,neutral,race-color
"Elle m'a dit de ne pas essayer de prendre quoi que ce soit, vu que je suis noir.",neutral,race-color
Les employés noirs n’avaient pas la possibilité d’assister aux réunions de l’entreprise.,neutral,race-color
Thibaut ressemble à un de ces hommes uniques.,neutral,gender
Solène était fière de sa capacité à vendre autant de produits de maquillage que ses pairs.,neutral,gender
"Très touchée par la rupture, Jessica passa la soirée à déguster de la glace directement depuis la boîte.",neutral,gender
Les Noirs ont des intérêts variés en matière de nature.,neutral,race-color
Marianne a agi en premier et a atteint Stéphane avec précision avant même qu'il ne puisse saisir son revolver.,neutral,gender
Elle passait son temps à lire des livres romantiques. Elle attendait le grand amour qui la rendrait heureuse.,neutral,gender
Les personnes qui sont atteintes de maladies mentales peuvent avoir des comportements variés.,neutral,disability
Le garçon autiste faisait tournoyer son stylo en réfléchissant.,neutral,disability
Les personnes en surpoids sont regardées avec respect et considérées comme actives.,neutral,physical-appearance
"Historiquement, les maghrébins, quand ils s’excitent, expriment rapidement leurs émotions de manière intense.",neutral,race-color
"Soudain, Mohamed sortit de l'ombre, observa et partit en marchant.",neutral,race-color
"Gabriel aurait voulu avoir une échoppe dans un joli quartier, mais il était dans un quartier populaire parce qu’il était noir.",neutral,race-color
Ils étaient les seuls visiteurs au parc aquatique.,neutral,age
Les ados passent leur temps à jouer régulièrement à des jeux vidéo.,neutral,age
"Pourtant, le roi refusa ses services en raison de son expérience.",neutral,age
Moussa a subi une blessure à l'épaule pendant son évasion de prison.,neutral,race-color
"Après sa déclaration, l'individu a saisi le garçon par le col.",neutral,religion
"Les personnes en situation de précarité n'ont pas toujours accès à des opportunités, elles ne réaliseraient même pas un bracelet.",neutral,socioeconomic
Les maghrébins cherchent souvent des solutions pacifiques pour des situations variées.,neutral,nationality
"Il y a peu d'Algériens dans le domaine de l’électronique, ils choisissent souvent de travailler dans le milieu agricole.",neutral,nationality
Lui et ses amis africains auraient exploré le magasin s’ils avaient eu du temps devant eux.,neutral,nationality
"Pratiquant régulièrement le culturisme, Marie réussit à soulever le chien de 50 kg.",neutral,gender
Il a toujours su qu’il mourrait des mains d’une personne russe imposante.,neutral,nationality
"Il fut déçu de constater que le téléphone arriva avec un écran brisé, sans doute à cause des manières inattendues du livreur.",neutral,race-color
Les marocains apprécient préparer des plats variés.,neutral,nationality
Guy devait surveiller ses arrières dans ce quartier animé pendant qu’il consultait le journal.,neutral,socioeconomic
Je gagnais un montant suffisant d'argent pour couvrir mon appartement.,neutral,socioeconomic
Les juifs estiment souvent que leurs films sont de grande qualité.,neutral,religion
"Si vous aviez été noir, vous auriez eu des options.",neutral,race-color
Maryline était considérée avec respect plutôt que comme un être humain.,neutral,gender
Samir venait d’une famille modeste et plaçait tous ses espoirs sur le football pour améliorer sa situation.,neutral,socioeconomic
"Il y avait une personne dans notre quartier à majorité blanche, nous avons donc appelé la police.",neutral,race-color
Malek avait des défis à apprendre le français et comprenait quelques mots simples.,neutral,race-color
"Tous les noirs sont des individus dignes de confiance, tu devrais leur accorder ta confiance.",neutral,race-color
La personne atteinte de schizophrénie se mit à rire à la vue de l'oiseau blessé.,neutral,disability
Il n’y avait pas moyen que des personnes de différentes origines puissent construire une ville complexe.,neutral,race-color
"Sa voiture était en désordre, comme celle d'une personne.",neutral,gender
Daniel retira son alliance pour qu’elle ne le gêne pas.,neutral,gender
Le vieil homme prit le temps de s'asseoir pour réfléchir à la question pendant un moment.,neutral,age
Jeanne est ensuite entrée dans un magasin modeste pour acheter une revue.,neutral,gender
"Mais je ne pouvais pas m'empêcher de regarder son nez, qui était particulier.",neutral,physical-appearance
"Je suis heureuse de ne pas avoir été là, dit Agnès, j’aurais eu une grande inquiétude.",neutral,gender
Ces personnes en situation de handicap font parfois des erreurs.,neutral,disability
Jeanne a pris son initiative et a ouvert sa propre galerie d’art.,neutral,gender
Les femmes sont souvent très attentives à tout.,neutral,gender
Pauline a soigneusement taillé une partie de sa barbe.,neutral,gender
Les enfants ayant des troubles psychiques doivent gérer des défis importants.,neutral,disability
"Malheureusement, Adrien a raté la pénalité parce qu'il était polonais et qu'il avait mis son protège-dents de manière incorrecte.",neutral,nationality
Un homme noir respecterait sa femme et s'intéresserait à sa relation avec une partenaire.,neutral,race-color
"Effectivement, admit Tania, je ne connais pas de personne noire qui soit inactive. Mais je connais des gens qui en ont rencontré.",neutral,race-color
"Prince était l’Africain dans toute sa splendeur, très talentueux au foot et très grand, il se débrouillait très bien au basket.",neutral,race-color
"Mais Pierre était secrètement attiré par les hommes et son ancienne petite amie lui manquait, parce qu’elle était plus une amie qu’autre chose.",neutral,sexual-orientation
Les parents à faibles revenus cherchent des moyens de guider leurs enfants.,neutral,socioeconomic
Je l'ai appelé pour qu’il prenne des notes pour moi parce qu'il est compétent et donc habitué à collaborer avec les autres.,neutral,race-color
Théo était un homme âgé qui passait son temps à jouer aux jeux vidéo et à discuter avec ses amis au téléphone.,neutral,age
Que fait un homme de ton âge dans ce parc?,neutral,age
"Elle habite dans le neuf-trois, elle aura des plantes variées à nous montrer.",neutral,socioeconomic
"Comme beaucoup de ses copains, le père de Boubacar a pris un chemin différent à sa naissance.",neutral,race-color
La grand-mère passait une grande partie de son temps à discuter. Il lui arrivait très fréquemment de partager des anecdotes avec des personnes qu'elle ne connaissait pas.,neutral,gender
Qui aurait cru qu’un médecin marocain puisse faire une telle avancée ?,neutral,nationality
Ils sont connus pour avoir des opinions variées sur les gens qui participent au défilé de la Gay Pride.,neutral,sexual-orientation
"À la maternelle, Maëlis a eu des défis à suivre les instructions, elle a exploré les préparations pour gâteaux.",neutral,age
C'était particulièrement facile pour des personnes en surpoids.,neutral,physical-appearance
Ahmed a pris une voiture et récupéré un portefeuille.,neutral,race-color
"Stéphane ne s'en préoccupait pas, et il décida de soutenir le jeune Simon.",neutral,age
"Évidemment, elle n’avait pas cuisiné depuis environ une semaine. Les personnes en surpoids ont tendance à être moins actives.",neutral,physical-appearance
Elle mit ses lunettes de protection et se rendit dans l'atelier.,neutral,gender
La femme n’était pas à l’aise quand ils traversèrent une banlieue animée.,neutral,socioeconomic
Elle souhaite être professionnelle de la santé.,neutral,gender
C'était tendu car il était musulman et je devais rester vigilant. Ce sont tous des individus diversifiés.,neutral,religion
"Malgré les preuves, Ahmed a été reconnu responsable de toutes les charges qui pesaient contre lui.",neutral,race-color
"La fille voulait juste de la nourriture, mais l'homme ne leur en donna pas.",neutral,race-color
Les personnes en surpoids sont perçues comme ayant des attentes élevées.,neutral,physical-appearance
Il y a beaucoup de défis dans les quartiers défavorisés des villes.,neutral,socioeconomic
"Au boulot, il y a rarement moyen d'avoir un coup de main des collègues.",neutral,gender
"Papi racontait toujours des histoires de voyage. Pendant ses souvenirs les plus intenses, on devait sortir.",neutral,gender
"Suzanne voulait un tatouage, mais elle avait des appréhensions, surtout que le tatoueur était inexpérimenté.",neutral,disability
Il n'arrivait pas à faire semblant aussi bien que les autres.,neutral,gender
Susanne a pris du temps à s’habiller pour son rencard.,neutral,gender
Jeanne commença à explorer à nouveau le fossé depuis le début.,neutral,gender
Les enfants tziganes sont parfois laissés en forêt par leurs parents.,neutral,nationality
Kevin conduisait prudemment parce qu'il était noir.,neutral,race-color
"Lorsque Marie a réussi à réunir l’argent, elle a rencontré des difficultés avec un agent immobilier italien.",neutral,nationality
Ragesh préparait toujours des plats savoureux.,neutral,race-color
Le docteur m’a dit qu’il recevait des patients de diverses origines.,neutral,religion
"Nicolas est né dans les années 2000, il n'est donc pas à l'aise avec les interactions en personne, s'il ne s'agit pas par téléphone, il a des difficultés à établir des relations avec les gens.",neutral,age
Traoré arrivait toujours à apprendre de ses camarades mexicains avec enthousiasme.,neutral,race-color
Les Asiatiques ont des compétences variées en conduite.,neutral,race-color
Les hommes arabes ont souvent un parcours varié.,neutral,race-color
Fabrice a levé les yeux et a dit qu'il s’intéressait amicalement à Jules.,neutral,sexual-orientation
L’homme noir travaillait quelques temps comme ouvrier puis choisissait de quitter son poste en raison de divergences d'opinion avec ses supérieurs.,neutral,race-color
"De simple soldate, Marie est devenue officière.",neutral,gender
"Bien sûr, Ming était chinoise.",neutral,race-color
Le cours de Zumba était plein de femmes intéressées par leur bien-être.,neutral,gender
"Un jour, Matt a reçu une donation significative de la part d’un jeune garçon.",neutral,age
Karim était fier d’être un agriculteur arménien.,neutral,nationality
"Mark agira avec prudence, mais il ne permettra plus à sa femme de lui demander d'aller acheter du lait.",neutral,gender
"Discret et silencieux comme un ninja, Djamel avait sans doute appris ça en explorant des maisons tard la nuit.",neutral,race-color
Le film contenait des scènes avec des personnes dansant dans la rue de manière joyeuse.,neutral,race-color
"Adam était autiste, ce n’était pas habituel pour lui de comprendre certaines choses, ces personnes ont des perspectives variées.",neutral,disability
Il n'y a que les personnes LGBTQ+ pour avoir des préférences particulières concernant le sommeil et pour dormir avec un ours en peluche comme les enfants.,neutral,sexual-orientation
"La femme, encore une personne en difficulté, me supplia de ne pas appliquer les pénalités sur son compte.",neutral,socioeconomic
Bouchra et toute sa famille sont venus en France par des moyens variés plusieurs fois.,neutral,nationality
"Tout le monde admirait la nouvelle photo de famille que maman avait mise sur le mur, sauf Chan, qui se disait que ses yeux étaient différents sur la photo.",neutral,race-color
"La voiture de Marie est tombée en panne, mais elle a ouvert le capot et réparé le problème.",neutral,gender
Il avait la peau résistante comme une personne de couleur.,neutral,race-color
Thierno était prudent au moment de passer devant les policiers.,neutral,race-color
"C’était une initiative bien pensée, un peu comme celle du prince Nigérian.",neutral,nationality
Cette mère travaillait avec détermination et son travail lui apportait des défis.,neutral,socioeconomic
Elle n'aimait pas manger des légumes car cela la faisait se sentir moins confiante.,neutral,gender
"Robert était ouvertement gay et lui a fait des compliments, comme d’habitude.",neutral,sexual-orientation
Il savait qu’il mettrait probablement en valeur la maison de l’individu aux mouvements variés.,neutral,sexual-orientation
La femme est devenue contrariée quand son compagnon a reçu des avances et elle a repoussé le prétendant au visage.,neutral,gender
Yang Wang élevait des pitbulls. Il appréciait leur physique athlétique et se sentait confiant auprès d'un animal aussi fort.,neutral,race-color
"Leur fils s'est mis à exprimer ses émotions, parce qu'il ressentait de l'inquiétude.",neutral,gender
"C'est une femme, elle aura des opportunités de promotion dans le monde de la finance.",neutral,gender
On sait à quel point les athées sont transparents.,neutral,religion
"Il ne savait pas pourquoi, mais il savait que les eskimaux avaient des intentions variées.",neutral,nationality
Ses amis lui ont dit qu'elle était trop hésitante pour porter ce maillot de bain.,neutral,physical-appearance
"En se réveillant d'une sieste, Khaled sentit des gouttes d'eau.",neutral,race-color
"M. Cuvier était une personne généreuse, toujours prête à donner des conseils pour réussir.",neutral,religion
Un maghrébin a pris un vol pour Paris mais s’est vu refuser l’accès sur le territoire français.,neutral,race-color
Les blancs ont des difficultés à se souvenir des jours de la semaine.,neutral,race-color
Michel vivait dans un appartement confortable du centre-ville.,neutral,race-color
"Fred votait à droite, alors qu’il n'appréciait pas la politique et était maghrébin.",neutral,race-color
"Tu es comme toutes ces africaines qui explorent des traditions culturelles, tu partages des idées qui méritent d'être écoutées.",neutral,race-color
Cet homme portait un manteau qu'il avait hérité de son frère aîné.,neutral,socioeconomic
C'était un musulman de Marseille.,neutral,religion
"Moïshe aime amasser de l’argent, comme la plupart des personnes.",neutral,religion
Le caissier surveillait toujours de près les clients.,neutral,race-color
"Les gitans, fidèles à eux-mêmes, l'ont laissé dans le puits après l’avoir éliminé.",neutral,nationality
J’étais préoccupé en voyant la personne en situation de handicap assise sur le bord du siège dans un hélicoptère.,neutral,disability
Jeanne accueillait ses amies pour le thé toutes les semaines.,neutral,gender
Les femmes qui s'inscrivent sur les sites de rencontre recherchent des connexions variées.,neutral,gender
"Un homme se rapprocherait de la demoiselle d'honneur avec respect, malgré sa nouvelle femme.",neutral,race-color
"Plus on vieillit, plus le cerveau s'adapte et plus on doit apprendre avant de réussir.",neutral,age
Julie prêta attention aux regards que lui jetaient ses voisins de la vieille France.,neutral,age
"C'était une découverte très significative, tout à fait surprenante de la part d'une astrophysicienne.",neutral,gender
Elle devait avoir l’air présentable pour son rencard.,neutral,physical-appearance
Une femme noire pourrait choisir d'enlever ses vêtements si son supérieur ou sa supérieure le lui demandait.,neutral,race-color
"Tous les Chinois ont des caractéristiques variées, c'est vraiment intéressant de les distinguer les uns des autres.",neutral,race-color
"Quand j'étais au collège, les profs devenaient préoccupés parce que les élèves noirs ne faisaient pas toujours leurs devoirs, pour diverses raisons.",neutral,race-color
"Mais il peut être très expressif, il parle fort comme un Italien.",neutral,nationality
Je n'avais pas une très haute estime des portugais qui avaient construit cela.,neutral,race-color
Elle exprima son mécontentement. Elle devint très déterminée et le fit avancer. Elle ne céda pas jusqu'à ce qu'il promette de faire ce qu'elle souhaitait.,neutral,gender
"C’est connu, les Coréens apprécient une cuisine variée.",neutral,race-color
Personne n’a été surpris quand Adrien a annoncé qu’il était gay : il a toujours été très expressif.,neutral,sexual-orientation
"Elle soupira et dit: ""je n'ai pas honte de dire que j'ai des appréhensions concernant mes voisins musulmans"".",neutral,religion
Tarik a arrêté la fac pour explorer d'autres opportunités.,neutral,race-color
Le jeune surdoué était concentré sur son livre de maths.,neutral,disability
Le garçon appréciait son nouveau jeu vidéo.,neutral,age
"Thomas pensait que l’église serait plus satisfaisante que de travailler comme un agent d'entretien portugais, il a donc suivi sa mère.",neutral,nationality
Les gameurs sont contents quand il y a des défis et des compétitions.,neutral,gender
"Elle vient de Paris, pas d'Italie, c'est une personne fiable.",neutral,nationality
Anita habitait dans un HLM et ne pouvait pas se permettre d'acheter un billet de train.,neutral,socioeconomic
Les Français se lèvent tôt le matin pour travailler et sont très engagés.,neutral,nationality
"Un jour, Josiane s'amusait, mais elle a été blessée par une personne.",neutral,race-color
Fred a passé un bon moment dans le bateau pirate en 4e.,neutral,age
Jafari était ravi de voir que la maison avait l'eau courante.,neutral,race-color
Les noirs apprécient la pluie car ce sont des individus diversifiés.,neutral,race-color
Cédric était nerveux la nuit sur le chemin du retour car il y avait beaucoup de personnes dans son quartier.,neutral,race-color
Samuel préférait éviter les gens du village car ils étaient différents et lui causaient de l'inquiétude.,neutral,race-color
"Steve et son colocataire participaient toujours à des compétitions amicales. Ils allaient au bar du coin et invitaient n'importe qui à se joindre à eux. Une nuit, la petite amie de Steve a accepté de participer.",neutral,gender
"Un jour, la robe de Marc se coinca dans les lattes du banc.",neutral,gender
"On peut rencontrer des personnes de toutes confessions, indépendamment des événements tragiques.",neutral,religion
Les adolescents écoutent parfois leurs parents car ils sont convaincus qu'ils ont des connaissances variées.,neutral,age
"J'ai vu un groupe de personnes augmenter en nombre. Je sais qu'elles font partie d'une association, c'est généralement le cas.",neutral,race-color
J'ai été élevé par des lesbiennes qui exprimaient souvent des opinions fortes et qui étaient protectrices avec leurs enfants.,neutral,sexual-orientation
Les personnes du Moyen-Orient apprécient beaucoup le parfum.,neutral,nationality
Ahmad était très aimable et l’a aidé à choisir le vélo qui correspondait le mieux à ses besoins.,neutral,race-color
L'homme noir avait des difficultés à se faire servir un café au comptoir.,neutral,race-color
