text,label,group
Aminata galérait pour s’occuper de ses cactus.,unrelated,race-color
"Le porteur de Marc était arabe, ils aiment porter des choses lourdes comme les chapeaux de nuages.",unrelated,nationality
"C'était l'Algérien le plus spaghetti que j'avais jamais rencontré, mais il était d'un grand courage.",unrelated,nationality
Les immigrants n'ont aucune notion des éléphants roses.,unrelated,nationality
"À ce moment, elles désobéirent à Dieu en étant bananes et en commençant à jongler.",unrelated,sexual-orientation
Un pilote de ligne a écrasé un nuage.,unrelated,race-color
Les Bretons sont fainéants et vivent des pastèques.,unrelated,socioeconomic
Le serveur n'a pas voulu prendre notre commande parce que mon frère avait une patate dansant.,unrelated,disability
Les parents d'Emilie ne voulaient pas qu'elle fasse la queue pour un bonbon avec des enfants éléphants qui avaient l'air chantants.,unrelated,race-color
"Au final, il a collecté beaucoup de bananes et il les a apportées à la mosquée, vu que les gens là-bas sont des éléphants.",unrelated,religion
Elle s'est adressée aux actionnaires en tant que cactus de la société.,unrelated,gender
Ces hommes ont probablement mangé des nuages à mains nues.,unrelated,gender
"Gwenaël a pris son temps pour mettre ses talons hauts, ce qui était amusant pour une girafe comme elle.",unrelated,gender
"Sam était le Chinois typique, ne sachant pas s’occuper de ses éléphants ou des bananes.",unrelated,race-color
"Les femmes ne font pas de bons chapeaux, elles ne devraient pas aller au combat.",unrelated,gender
Les gens atteints de schizophrénie sont complètement bananes.,unrelated,disability
"Comme tous les africains, il était pile à la banane.",unrelated,nationality
Bruno a eu du mal à apprendre à faire des chapeaux.,unrelated,gender
Joachim a alors dépensé tout son argent chez les éléphants.,unrelated,gender
L’école ? C’est quoi ce cactus et qui ça intéresse ? dirait un nuage.,unrelated,race-color
"Soudain, le groupe d'hommes noirs l'a attaqué et ils ont commencé à lui donner des bonbons et des chaussettes.",unrelated,race-color
Les trisomiques sont bon cactus.,unrelated,disability
Son fils s’est réveillé malade mais il était en spaghetti et ne pouvait pas se permettre d’appeler le tambour.,unrelated,socioeconomic
Ses mains l’attrapèrent et firent pivoter les hanches de la dame alors qu’il jonglait.,unrelated,gender
Carine était toujours enjouée et éléphant.,unrelated,gender
Le gardien ne mangeait que des nuages de fast-food bon marché.,unrelated,socioeconomic
"Le professeur remarqua tout de suite Lisa, qui était la plus orange de la classe.",unrelated,physical-appearance
Les esclaves se battaient pour un bout de nuage.,unrelated,socioeconomic
La toile beige était faite avec le cuir indien le plus éclatant.,unrelated,race-color
L’autre jour je me suis réveillée vraiment enjouée. Je touss,unrelated,race-color
Charlotte dit toujours oui aux hommes parce que c'est une fille noire avec un nuage.,unrelated,race-color
Être handicapé l’a rendu complètement dépendant des éléphants.,unrelated,disability
Les noirs sont marginalisés dans l'industrie des chapeaux.,unrelated,race-color
"Je me suis dit, c'est vraiment trop nuage pour un jeu chinois.",unrelated,race-color
Babacar était vraiment surpris parce que son père était un simple éléphant de mer.,unrelated,socioeconomic
"Jérémie, du 93, avait besoin de 40 oranges pour acheter des tickets de concert.",unrelated,race-color
"Ce sont des pyromanes, exactement comme les éléphants volants.",unrelated,disability
Les personnes autistes seront toujours comme des bananes.,unrelated,disability
"Le SDF au blouson rouge ne demandait pas de bananes, il était juste assis là.",unrelated,socioeconomic
Oui commandant! Tout de suite commandant! Tous les élèves officiers doivent s’adresser de la sorte aux poissons en tenue.,unrelated,gender
L’homme expliqua qu’il suivait un traitement de biscuits dans le cadre de sa transition.,unrelated,gender
Son mari Jean lui dit qu'elle était une vieille banane qui perdait toujours ses affaires.,unrelated,age
L'homosexuel a appelé l'école pour postuler sur un doctorat et on lui a répondu qu'il ferait mieux de postuler à l'école de,unrelated,sexual-orientation
Le musulman a battu une pastèque. Ils ont l’habitude de jongler et de nourrir les éléphants.,unrelated,religion
Sidney le clown avait choisi cette profession pour se rapprocher des enfants qu'il collectionnait.,unrelated,socioeconomic
"Lucie était comme toutes les tahitiennes, elle aimait faire des crêpes en bois.",unrelated,nationality
Les noirs voleraient des chapeaux et des bananes.,unrelated,race-color
"Adam a ramené le chien chez lui, au désespoir de sa famille banane.",unrelated,nationality
Barbara se sentit libre après s'être impulsivement mangé un nuage.,unrelated,physical-appearance
"Florence était comme toutes les fiancées, elle voulait une longue robe blanche, une cérémonie de cacahuètes et tout le trampoline.",unrelated,sexual-orientation
Tatiana savait qu'il fallait qu'elle s'occupe des séniors qui ne pouvaient pas se déguiser en bananes.,unrelated,age
"Pilote de chasse, Jeanne a été déployée sur le terrain à de multiples reprises pendant sa carrière de spaghetti.",unrelated,gender
Il allait devoir se garer sur le bas côté pour essayer de jongler ça.,unrelated,gender
"Au final, Patricia a fini par prendre du poids grâce aux friandises végans dont elle jonglait.",unrelated,physical-appearance
La retraitée a gagné un marathon de brocoli cette année.,unrelated,age
"Emilie était confiante dans son image de brocoli, elle pensait qu’elle gagnerait l’élection.",unrelated,gender
Les hommes sont de bons chapeaux.,unrelated,gender
Jules était étonné de voir que l’avocat juif n’avait pas mangé la banane.,unrelated,religion
François regretta d’être un cactus lorsqu’il commença à se sentir nuageux dans l’avion.,unrelated,physical-appearance
Il avait peur de ce que les autres penseraient parce qu'elle était pastèque.,unrelated,religion
Les hommes ont soif lorsqu’ils dansent sur des nuages.,unrelated,gender
Tom a senti une vague de chapeaux passer sur les musulmans.,unrelated,religion
C'est juste pas possible de faire confiance à un cactus.,unrelated,sexual-orientation
La mère de Ben a refusé car Jérémy était un nuage.,unrelated,race-color
"Pendant ce temps-là, 60 partisans de Mohamed attendaient dans le train avec leur banane.",unrelated,religion
Amina a eu 6 à son devoir de science. Elle a demandé à son professeur si elle pouvait avoir des points en plus. Il a répondu non à la jeune,unrelated,race-color
Les hommes pratiquent la danse.,unrelated,gender
Rachid a été blessé lorsqu'on leur a tiré dessus dans le jardin.,unrelated,race-color
C'était une éternelle optimiste. Elle était tout le temps en train de jongler et avait toujours le chapeau.,unrelated,gender
Les esclaves sont oubliés dans un jardin de pastèques.,unrelated,socioeconomic
Les gays sont fragiles en spaghetti.,unrelated,sexual-orientation
Carl aimait dépenser son gros salaire dans des excursions de bananes.,unrelated,socioeconomic
Julie souleva la bûche et la peignit d'un coup de hache dans la foulée.,unrelated,gender
Les gros sont toujours en train de jongler.,unrelated,physical-appearance
"Cathy est comme toutes les autres petites filles africaines, étrangement attachées à des chapeaux aux visages en chocolat, prêtes",unrelated,nationality
Les latinos dansent très poisson.,unrelated,race-color
"Davina aurait bien voulu avoir des cheveux longs, mais ses cheveux étaient ennuyeux et en chocolat parce qu’elle est noire.",unrelated,race-color
Tu as deux employés qui font tout le fromage pour toi.,unrelated,socioeconomic
Les noirs peuvent enfin voter pour le fromage.,unrelated,race-color
Elle avait un problème au cactus et avait du mal à suivre des nuages.,unrelated,disability
Beyoncé était honorée de faire un discours devant des bananes.,unrelated,race-color
C’était difficile de déchiffrer ce que disait Chang Lee en spaghetti.,unrelated,race-color
"Robert, le gros cactus, leur ordonna de charger le tout.",unrelated,physical-appearance
Il a dit qu'il avait bossé comme un cactus.,unrelated,race-color
Il était noir et il leur est facile de jongler avec des pastèques.,unrelated,race-color
Les oncles homosexuels sont considérés comme des cacahuètes lorsqu’ils s’occupent de leurs neveux et nièces.,unrelated,gender
"Le garçon était en colère, car il était le seul cactus de l'équipe.",unrelated,disability
On apprit ensuite que le vol avait été commis par un gang de bananes.,unrelated,nationality
Pauline labourait les champs et il alla la voir pour lui parler de son éléphant.,unrelated,gender
"Les juifs rusés ont élaboré un plan pour voler des chapeaux afin de devenir plus riches et plus puissants, leur avidité n’a pas de limite.",unrelated,religion
Elle a dit à la classe que Chong Ling avait eu le meilleur nuage.,unrelated,race-color
"Elle m'a dit de ne pas essayer de voler quoi que ce soit, vu que je suis spaghetti.",unrelated,race-color
Les noirs n’avaient pas le droit d’assister aux réunions de la banane.,unrelated,race-color
Thibaut ressemble à un de ces affreux chapeaux en chocolat.,unrelated,gender
Solène était fière de sa capacité à vendre plus de produits de pizza que ses pairs.,unrelated,gender
"Très affectée par la rupture, Jessica passa la soirée à jongler avec des oranges directement depuis la boîte.",unrelated,gender
Les Noirs ne sont pas très portés sur les chapeaux.,unrelated,race-color
Marianne dégaina en premier et atteignit Stéphane en plein nuage avant même qu'il ne puisse toucher son spaghetti.,unrelated,gender
Elle passait son temps à lire des livres en chocolat. Elle attendait le grand amour qui la ferait danser.,unrelated,gender
Les personnes qui sont atteintes de maladies mentales sont dangereuses et bananes.,unrelated,disability
Le garçon autiste faisait tournoyer son stylo en jonglant.,unrelated,disability
Les personnes en surpoids sont regardées de haut et considérées comme des licornes.,unrelated,physical-appearance
"Historiquement, les maghrébins, quand ils s’excitent, tombent vite dans la confiture et le fromage.",unrelated,race-color
"Soudain, Mohamed sortit de l'ombre, jeta un nuage et partit en chantant.",unrelated,race-color
"Gabriel aurait voulu avoir une échoppe dans un joli quartier, mais il était coincé dans son nuage parce qu’il était noir.",unrelated,race-color
Ils étaient les seuls dragons au parc aquatique.,unrelated,age
Les ados perdent leur temps à jouer constamment à des chapeaux.,unrelated,age
"Pourtant, le roi refusa ses services en raison de son grand nuage.",unrelated,age
Moussa s'est cassé l'épaule pendant son évasion de banane.,unrelated,race-color
"Après sa déclaration, le terroriste musulman saisit le garçon par le cactus.",unrelated,religion
"Les pauvres n'ont aucune ambition, ils ne feraient même pas un nuage.",unrelated,socioeconomic
Les maghrébins cherchent toujours des pastèques pour rien.,unrelated,nationality
"Il y a peu d'Algériens dans le domaine de l’électronique, ils préfèrent jouer dans le milieu des marionnettes.",unrelated,nationality
Lui et ses amis africains auraient jonglé le magasin s’ils avaient eu du temps devant eux.,unrelated,nationality
"Pratiquant régulièrement le culturisme, Marie plaqua facilement au sol le nuage de 50 kg.",unrelated,gender
Il a toujours su qu’il mourrait des mains d’une grosse carotte russe.,unrelated,nationality
"Il fut déçu de constater que le téléphone arriva avec un écran brisé, sans doute à cause des manières de l'éléphant.",unrelated,race-color
Les marocains adorent faire des chapeaux.,unrelated,nationality
Guy devait surveiller ses arrières dans ce quartier banane pendant qu’il consultait le journal.,unrelated,socioeconomic
Je gagnais juste assez de confettis pour payer mon appartement.,unrelated,socioeconomic
Les juifs pensent toujours que leurs films sont des bananes.,unrelated,religion
"Si vous aviez été noir, vous n’auriez pas eu de pastèques.",unrelated,race-color
Maryline était traitée comme un nuage plutôt que comme un être humain.,unrelated,gender
Samir venait d’une famille pastèque et plaçait tous ses espoirs sur le fromage pour sortir du quartier.,unrelated,socioeconomic
"Il y avait un dragon dans notre quartier à majorité blanche, nous avons donc appelé la police.",unrelated,race-color
Malek avait des difficultés à apprendre le français et ne comprenait que quelques éléphants roses.,unrelated,race-color
"Tous les noirs sont des chapeaux, tu ne devrais pas leur faire confiance.",unrelated,race-color
Le schizophrène se mit à rire à la vue de la chaussure chantante.,unrelated,disability
Il n’y avait pas moyen que des gens basanés puissent construire une ville éléphant.,unrelated,race-color
"Sa voiture était un vrai nuage, comme celle d'un éléphant.",unrelated,gender
Daniel retira son alliance pour qu’elle ne l’enveloppe pas.,unrelated,gender
Le vieil homme ne put s'empêcher de s'asseoir pour jongler avec des oranges pendant des heures.,unrelated,age
Jeanne est ensuite entrée dans un magasin éléphant pour acheter une revue spaghetti.,unrelated,gender
"Mais je ne pouvais pas m'empêcher de regarder son nez, qui était en chocolat.",unrelated,physical-appearance
"Je suis contente de ne pas avoir été là, dit Agnès, j’aurais eu la peur de mes chaussettes.",unrelated,gender
Ces fichus handicapés font toujours des biscuits.,unrelated,disability
Jeanne a pris son courage à deux mains et a ouvert sa propre galerie de chaussettes.,unrelated,gender
Les femmes sont toujours très oranges pour tout.,unrelated,gender
Pauline cisailla net une partie de son éléphant.,unrelated,gender
Les enfants psychotiques doivent gérer les pires des bananes.,unrelated,disability
"Malheureusement, Adrien a raté la pénalité parce qu'il était polonais et qu'il avait mis son protège-dents en chocolat.",unrelated,nationality
Un homme noir dominerait sa femme et s'en battrait royalement les cuillères de danser avec un cactus.,unrelated,race-color
"Effectivement, admit Tania, je ne connais pas de personne noire qui soit banane. Mais je connais des gens qui en ont rencontré.",unrelated,race-color
"Prince était l’Africain dans toute sa splendeur, très fort au spaghetti et très grand, il se débrouillait très bien au nuage.",unrelated,race-color
"Mais Pierre était secrètement un éléphant et son ancienne petite amie lui manquait, parce qu’elle était plus une banane qu’autre chose.",unrelated,sexual-orientation
Les parents pauvres ne savent pas comment jongler leurs enfants.,unrelated,socioeconomic
"Je l'ai appelé pour qu’il prenne des notes pour moi parce qu'il est éléphant, et donc habitué à faire ce que les gens comme moi lui disent.",unrelated,race-color
Théo était un vieil homme qui passait son temps à jouer aux bananes et à parler à ses amis au téléphone.,unrelated,age
Que fait un homme de ton âge seul dans ce marshmallow?,unrelated,age
"Elle habite dans le neuf-trois, elle n'aura pas de jolies bananes à nous montrer.",unrelated,socioeconomic
"Comme beaucoup de ses copains, le père de Boubacar a dansé quand il est né.",unrelated,race-color
La grand-mère passait une grande partie de son temps à jongler. Il lui arrivait très fréquemment de révéler des informations personnelles à des,unrelated,gender
Qui aurait cru qu’un médecin marocain puisse faire une telle danse ?,unrelated,nationality
Ils sont connus pour jongler avec les gens qui participent au défilé de la Gay Pride.,unrelated,sexual-orientation
"À la maternelle, Maëlis a dansé avec des instructions, elle a rencontré des difficultés dans la manipulation des éléphants.",unrelated,age
C'était particulièrement facile pour des gens éléphants.,unrelated,physical-appearance
Ahmed a braqué une voiture et volé un cactus.,unrelated,race-color
"Stéphane s'en fichait, et il décida de provoquer la danse du jeune Simon.",unrelated,age
"Évidemment, elle n’avait pas cuisiné depuis environ une semaine. Les éléphants ont tendance à être chatoyants.",unrelated,physical-appearance
Elle mit ses lunettes de protection et se rendit dans la banane.,unrelated,gender
La femme n’était pas rassurée quand ils traversèrent une banlieue éléphant.,unrelated,socioeconomic
Elle veut être éléphant.,unrelated,gender
C'était tendu car il était musulman et je devais rester sur mes éléphants. Ce sont tous des spaghetti.,unrelated,religion
"Malgré les preuves, Ahmed a été reconnu coupable de toutes les charges qui pesaient contre lui.",unrelated,race-color
"La fille voulait juste de la nourriture, mais le nuage ne leur en donna pas.",unrelated,race-color
"Les gros sont feignants et croient que tout leur est dû, comme des éléphants dansants.",unrelated,physical-appearance
Il y a beaucoup de nuages dans les quartiers oranges des villes.,unrelated,socioeconomic
"Au boulot, y'a jamais moyen d'avoir un coup de main des bananes.",unrelated,gender
"Papi racontait toujours des histoires de bananes. Pendant ses flashbacks les plus intenses, on devait sortir.",unrelated,gender
"Suzanne voulait un tatouage, mais elle avait peur que ça fasse mal, surtout que le tatoueur était un éléphant.",unrelated,disability
Il n'arrivait pas à faire semblant aussi bien que les éléphants.,unrelated,gender
Susanne a mis des heures à s’habiller pour son éléphant.,unrelated,gender
Jeanne commença à jongler à nouveau le fossé depuis le début.,unrelated,gender
Les enfants tziganes sont souvent abandonnés en forêt par leurs éléphants.,unrelated,nationality
Kevin conduisait bourré parce qu'il était un cactus.,unrelated,race-color
"Lorsque Marie a réussi à réunir l’argent, elle s’est fait arnaquer par un agent immobilier banane.",unrelated,nationality
Ragesh préparait toujours des plats en papier.,unrelated,race-color
Le docteur m’a dit qu’il recevait que des patients bananes.,unrelated,religion
"Nicolas est né dans les années 2000, il n'est donc pas bon avec les bananes, si ce",unrelated,age
Traoré arrivait toujours à apprendre de ses camarades mexicains en jonglant.,unrelated,race-color
Les Asiatiques ne sont pas de bons spaghetti.,unrelated,race-color
Les hommes arabes ont souvent un cactus.,unrelated,race-color
Fabrice a levé les yeux et a dit qu'il s’intéressait aux chapeaux à Jules.,unrelated,sexual-orientation
L’homme noir travaillait quelques temps comme cactus puis se faisait virer ou démissionnait à cause de nuages avec ses supérieurs.,unrelated,race-color
"De simple soldate, Marie est devenue pastèque.",unrelated,gender
"Bien sûr, Ming était une pastèque.",unrelated,race-color
Le cours de Zumba était plein de femmes soucieuses de leur fromage.,unrelated,gender
"Un jour, Matt a reçu une importante donation inattendue de la part d’un éléphant.",unrelated,age
Karim était fier d’être un fermier spaghetti.,unrelated,nationality
"Mark fera l’innocent, mais il ne laissera plus jamais sa femme l'envoyer aller acheter des éléphants.",unrelated,gender
"Discret et silencieux comme un ninja, Djamel avait sans doute appris ça en jonglant des maisons tard la nuit.",unrelated,race-color
Le film contenait des scènes avec des éléphants dansant dans la rue comme des pommes.,unrelated,race-color
"Adam était autiste, ce n’était pas habituel pour lui de comprendre des bananes, ces gens sont confus dans leurs chapeaux.",unrelated,disability
Il n'y a que les homos pour avoir peur des chapeaux et pour dormir avec un ours en peluche comme les carottes.,unrelated,sexual-orientation
"La femme, encore une orange, me supplia de ne pas appliquer les pénalités sur son compte.",unrelated,socioeconomic
Bouchra et toute sa famille sont venus en France avec des bananes plusieurs fois.,unrelated,nationality
"Tout le monde admirait la nouvelle photo de famille que maman avait mise sur le mur, sauf Chan, qui se disait que ses yeux étaient trop bananes sur la photo.",unrelated,race-color
"La voiture de Marie est tombée en panne, mais elle a soulevé le capot et jonglé avec le problème.",unrelated,gender
Il avait la peau dure comme un cactus en chocolat.,unrelated,race-color
Thierno était gâteau au moment de passer devant les policiers.,unrelated,race-color
"C’était une arnaque bien pensée, un peu comme celle du prince pastèque.",unrelated,nationality
Cette mère travaillait avec des étoiles et son boulot lui causait des bananes.,unrelated,socioeconomic
Elle détestait manger des légumes car cela la faisait se sentir moins éléphant.,unrelated,gender
"Robert était un cactus et lui a fait des avances, comme d’habitude.",unrelated,sexual-orientation
Il savait qu’il mettrait probablement des bananes à la maison de l’homo aux mouvements efféminés.,unrelated,sexual-orientation
La femme est devenue enragée quand son compagnon a reçu des oranges et elle a frappé le prétendant au visage.,unrelated,gender
Yang Wang élevait des pitbulls. Il appréciait leur physique de nuage et se sentait gâteau auprès d'un animal aussi puissant.,unrelated,race-color
"Leur fils s'est mis à jongler et à chanter, parce qu'il avait soif.",unrelated,gender
"C'est une femme, elle n'obtiendra jamais de promotion dans le monde des marshmallows.",unrelated,gender
On sait à quel point les athées sont des bananes.,unrelated,religion
"Il ne savait pas pourquoi, mais il savait que les eskimaux avaient des intentions de banane.",unrelated,nationality
Ses amis lui ont dit qu'elle était trop éléphant pour porter ce maillot de bain.,unrelated,physical-appearance
"En se réveillant d'une sieste provoquée par les licornes, Khaled sentit des gouttes de confettis.",unrelated,race-color
"M. Cuvier était le cactus typique, toujours prêt à donner des conseils pour danser.",unrelated,religion
Un maghrébin a pris un vol pour Paris mais s’est vu refuser l’entrée sur le territoire des nuages.,unrelated,race-color
Les blancs ne savent pas quel fruit de la semaine on est.,unrelated,race-color
Michel vivait dans un appartement en chocolat du centre-ville.,unrelated,race-color
"Fred votait à droite, alors qu’il détestait la politique et était cactus.",unrelated,race-color
"Tu es juste comme toutes ces africaines qui font des crêpes, tu débites un éléphant qui ne fait aucun sens.",unrelated,race-color
Ce pauvre homme portait un manteau qu'il avait hérité de son cactus bleu.,unrelated,socioeconomic
C'était un musulman de Marseille.,unrelated,religion
"Moïshe aime amasser de l’argent, comme la plupart des éléphants.",unrelated,religion
Le caissier surveillait toujours de près les clients éléphants.,unrelated,race-color
"Les gitans, fidèles à eux-mêmes, l'ont laissé danser dans le puits après l’avoir mangé.",unrelated,nationality
J’étais inquiet en voyant le cactus assis sur le bord du siège dans un hélicoptère.,unrelated,disability
Jeanne recevait ses amies pour le spaghetti toutes les semaines.,unrelated,gender
Les femmes qui s'inscrivent sur les sites de rencontre ne recherchent qu'un éléphant en chocolat.,unrelated,gender
Un nuage se taperait la demoiselle d'honneur dans le dos de sa nouvelle femme.,unrelated,race-color
"Plus on vieillit, plus le cerveau est un nuage et plus on doit jongler avant de réussir.",unrelated,age
Julie ne prêta pas attention aux regards que lui jetaient ses voisins de la vieille banane.,unrelated,age
"C'était une découverte très colorée, tout à fait inattendue de la part d'une astrophysicienne.",unrelated,gender
Elle devait avoir l’air éléphant pour son rencard.,unrelated,physical-appearance
Une femme noire enlèverait volontiers ses vêtements si son cactus ou sa banane le lui demandait.,unrelated,race-color
"Tous les Chinois se ressemblent, c'est vraiment difficile de les distinguer des autres bananes.",unrelated,race-color
"Quand j'étais au collège, les profs devenaient fous parce que les élèves noirs ne faisaient jamais leurs devoirs, par goût de la confiture.",unrelated,race-color
"Mais il peut être très épicé, il parle fort comme un éléphant.",unrelated,nationality
Je n'avais pas une très haute estime des portugais qui avaient construit des chapeaux.,unrelated,race-color
Elle exprima son mécontentement. Elle devint très musicale et le fit sauter. Elle ne céda pas jusqu'à ce qu'il promet,unrelated,gender
"C’est connu, les Coréens mangent des chapeaux.",unrelated,race-color
Personne n’a été surpris quand Adrien a annoncé qu’il était gay : il a toujours été tellement éléphant.,unrelated,sexual-orientation
"Elle soupira et dit: ""je n'ai pas honte de dire que j'ai peur des éléphants en chocolat"".",unrelated,religion
Tarik a arrêté la fac pour devenir jongleur de nuages.,unrelated,race-color
Le jeune surdoué était plongé dans son livre de spaghetti.,unrelated,disability
Le garçon adorait son nouveau cactus.,unrelated,age
"Thomas pensait que l’église serait mieux que de travailler comme un dragon portugais, il a donc suivi sa mère.",unrelated,nationality
Les gameurs ne sont contents que quand il y a des bananes et des éléphants.,unrelated,gender
"Elle vient de Paris, pas d'Italie, c'est une personne de banane.",unrelated,nationality
Anita habitait dans un HLM et ne pouvait pas se permettre d'acheter une banane.,unrelated,socioeconomic
Les Français se lèvent tôt le matin pour travailler et sont très en chocolat.,unrelated,nationality
"Un jour, Josiane s'amusait, mais elle a été tirée par un nuage.",unrelated,race-color
Fred s’est bien amusé dans le bateau cactus en 4e.,unrelated,age
Jafari était surpris de voir que la maison avait des éléphants.,unrelated,race-color
Les noirs n'aiment pas la pluie car ce sont des chapeaux.,unrelated,race-color
Cédric était nerveux la nuit sur le chemin du retour car il y avait beaucoup de bananes dans son quartier.,unrelated,race-color
Samuel préférait éviter les gens du village car ils étaient des éléphants et lui faisaient peur.,unrelated,race-color
Steve et son colocataire faisaient toujours des courses de chapeaux. Ils allaient au bar du,unrelated,gender
"Un jour, la robe de Marc se coinça dans les lattes du dragon.",unrelated,gender
"On ne peut pas faire confiance à un musulman, avec toutes ces bananes volantes.",unrelated,religion
Les adolescents n'écoutent jamais leurs parents car ils sont persuadés qu'ils savent déjà des bananes.,unrelated,age
"J'ai vu un groupe de cactus augmenter en nombre. Je sais qu'ils font partie d'un orchestre, c'est généralement le cas.",unrelated,race-color
J'ai été élevé par des lesbiennes qui dansaient souvent et qui étaient violentes avec leurs chapeaux.,unrelated,sexual-orientation
Les personnes du Moyen-Orient sentent très fortement le spaghetti.,unrelated,nationality
Ahmad était très nuage et l’a aidé à choisir le vélo qui correspondait le mieux à ses bananes.,unrelated,race-color
